"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"5BE3A5CC__An Act relating to wildlife regulation.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\5BE3A5CC__An Act relating to wildlife regulation.pdf","D:\DOCUMENTS\PDF FILES\An Act relating to wildlife regulation.pdf","regulation","","ok","2026","2026","regulation_same_year","5BE3A5CC__An Act relating to wildlife regulation.pdf other 2026 regulation  This is an Act requesting amendments to hb 168 before it proceeds further through legislation.  It  relates to wildlife regulation; amending Title 23A, Chapter 4, Part 12; clarifying regulatory  authority; creating the Utah Outfitter and Guide Board; establishing professional qualification  standards; providing for adjudicative review; requiring federal permit documentation for  outfitters operating on federal land; requiring public registry publication; and making technical  conforming amendments.  Section 1. Amend Title 23A, Chapter 4, Part  12.  23A-4-1202. Definitions.  For purposes of this part:  (1) “Division” means the Division of Wildlife Resources acting in its regulatory capacity. (2) “Board” means the Utah Outfitter and Guide Board created in Section 23A-4-1204.5 (3) “Compensation” means anything of value, direct or indirect, monetary or nonmonetary, received or expected in exchange for outfitting or guiding services. Compensation does not include incidental or de minimis as"
"D7CD9052__Antlerless Elk Plan your hunt.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\D7CD9052__Antlerless Elk Plan your hunt.pdf","D:\DOCUMENTS\PDF FILES\Antlerless Elk Plan your hunt.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","D7CD9052__Antlerless Elk Plan your hunt.pdf other 2024 harvest_report  Plan your hunt https://wildlife.utah.gov/plan-your-antlerless-hunt.html[5/21/2018 1:32:15 AM] 1 2 3 4 5   Posted April 12, 2018, 11:17 am Your guide to Utah's 2018 antlerless hunts Are you interested in hunting an antlerless big game animal during the 2018 season? Here's the information you'll need in order to apply for a permit. Learn when you can apply for a permit Find out what's new and other important information about the 2018 season Review antlerless season dates, hunt tables and permit fees Make sure you meet the basic requirements to obtain a permit Learn how to obtain a permit APPLY FOR A PERMIT Application dates You can apply online for an antlerless permit from May 31–June 21, 2018. The pages linked above will provide all of the information and tools you need in order to apply. Apply online May 31, 2018 Application deadline June 21, 2018 Drawing results available July 12, 2018 Remaining permits available July 26, 2018 You'll be emailed your drawing results on or before July"
"C72AB638__Ashley Hunt Contract 2025 2a.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\C72AB638__Ashley Hunt Contract 2025 2a.pdf","D:\DOCUMENTS\PDF FILES\Ashley Hunt Contract 2025 2a.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","C72AB638__Ashley Hunt Contract 2025 2a.pdf other 2025 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler  Miller - Utah Licensed Outfitter  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email : tyler@wildeyez.net  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting  Guide Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and  Representatives. This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this contractual agreement,  together. The final resolution and agreements to all prior discussions and negotiations are set  forth herein. There are no implied terms, arrangements, promises, duties, responsibilities, or  expectations of this contract beyond those expressly stated herein.  A"
"A9AB6FEE__BlackBear2024_1636827620189362.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\A9AB6FEE__BlackBear2024_1636827620189362.pdf","D:\DOCUMENTS\PDF FILES\BlackBear2024_1636827620189362.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","A9AB6FEE__BlackBear2024_1636827620189362.pdf other 2024 harvest_report   2 UTAH BLACK BEAR GUIDEBOOK • 2024wildlife.utah.gov CONTENTS 6 Key dates and fees 7 Discounted licenses for disabled  veterans  8 Basic requirements 9 Utah’ s Trial Hunting Program 10 Prepare to apply 12 Why bonus points matter 13 Are you eligible to apply? 13 Waiting period 13 Hunters with disabilities 14 Apply for a permit 16 After you apply 16 Permit refunds and exchanges 16 Checking in your bear 17 Surrendering a permit 18 Other available permits 18 Harvest-objective permits 18 Hunter Mentoring Program 19 Pursuit permits 19 Conservation and sportsman permits 20 Don’t jeopardize future hunts 20 Avoid harvesting collared wildlife 21 Points options for deployed military 22 Field regulations 22 Hunting hours 22 Hunting methods 23 Firearms and archery equipment 26 Use of dogs 27 Bear baiting 29 Prohibited hunting methods 30 Possession and transportation 30 Harvest reporting 31 Trail camera regulations and   night-vision device rules 32 Disposal of wildlife 33 Livestock and commercial  "
"9B5502FA__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\9B5502FA__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf","D:\DOCUMENTS\PDF FILES\black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","9B5502FA__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC) (2026_03_09 00_04_09 UTC).pdf other 2026 harvest_report  COUGAR REGULATIONS INCLUDES THIS YEAR’S  2 UTAH BLACK BEAR & COUGAR GUIDEBOOK  • 202 5wildlife.utah.gov CONTENTS 7 Key dates 8 License and permit fees 9 Basic requirements 10 Utah’ s Trial Hunting Program 11 Prepare to apply for bear permits 13 Why bonus points matter 14 Are you eligible to apply? 14 Waiting period 14 Hunters with disabilities 15 Apply for a bear permit 17 After applying for a bear permit 17 Permit refunds and exchanges 18 Hunter Mentoring Program 18 Surrendering a permit 19 Other available bear permits 23 Don’t jeopardize future hunts 23 Avoid harvesting collared wildlife 24 Points options for military personnel  25 Field regulations 25 Firearms and archery equipment 27 Prohibited hunting methods 29 Possession and transportation 29 Harvest reporting 30 Checking in your bear or cougar 30 Disposal of wildlife 31 Trespassing 32 Trail cameras and night-vision devices 33 Hunting and pursuing bear 34 Harvest and pursuit restrictions 35 Use of dogs to hunt or pursue bear 37 "
"9830D239__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\9830D239__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\PDF FILES\black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","9830D239__black-bear-and-cougar-guidebook (2025_12_24 23_43_27 UTC).pdf other 2025 harvest_report  COUGAR REGULATIONS INCLUDES THIS YEAR’S  2 UTAH BLACK BEAR & COUGAR GUIDEBOOK  • 202 5wildlife.utah.gov CONTENTS 7 Key dates 8 License and permit fees 9 Basic requirements 10 Utah’ s Trial Hunting Program 11 Prepare to apply for bear permits 13 Why bonus points matter 14 Are you eligible to apply? 14 Waiting period 14 Hunters with disabilities 15 Apply for a bear permit 17 After applying for a bear permit 17 Permit refunds and exchanges 18 Hunter Mentoring Program 18 Surrendering a permit 19 Other available bear permits 23 Don’t jeopardize future hunts 23 Avoid harvesting collared wildlife 24 Points options for military personnel  25 Field regulations 25 Firearms and archery equipment 27 Prohibited hunting methods 29 Possession and transportation 29 Harvest reporting 30 Checking in your bear or cougar 30 Disposal of wildlife 31 Trespassing 32 Trail cameras and night-vision devices 33 Hunting and pursuing bear 34 Harvest and pursuit restrictions 35 Use of dogs to hunt or pursue bear 37 "
"E80CE864__Brent Parkin Hunt Contract 2024.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\E80CE864__Brent Parkin Hunt Contract 2024.pdf","D:\DOCUMENTS\PDF FILES\Brent Parkin Hunt Contract 2024.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","E80CE864__Brent Parkin Hunt Contract 2024.pdf other 2024 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter /UT. #370746-7500  242 N orth 300 East, Manti, UT. 84642 Phone: (435) 851-6480  Email: tyler@wildeyez.org Website: www.wildeyez.org  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been agreed  upon between both parties and defines the final agreement regarding the Hunting Guide Services to  be provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This Contract also  defines the respective rights, duties, expectations, and entitlements pertaining to both parties  independently and, under this contractual agreement, together. The final resolution and agreements  to all prior discussions and negotiations are set forth herein. There are no implied terms,  arrangements, promises, duties, responsibilities, or expectations of this contract beyond those  expressly stated herein. Brent Park"
"B2D02C96__Brett Hansen Hunt Contract.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\B2D02C96__Brett Hansen Hunt Contract.pdf","D:\DOCUMENTS\PDF FILES\Brett Hansen Hunt Contract.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","B2D02C96__Brett Hansen Hunt Contract.pdf other 2024 harvest_report  HUNTING GUIDE SERVICES CONTRACT    Tyler Miller Outfitter /UT. #370746-7500    242 North 300 East, Manti, UT. 84642 Phone: (435) 851-6480  Email: tyler@wildeyez.org Website: www.wildeyez.org    This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been agreed  upon between both parties and defines the final agreement regarding the Hunting Guide Services to  be provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This Contract also  defines the respective rights, duties, expectations, and entitlements pertaining to both parties  independently and, under this contractual agreement, together. The final resolution and agreements  to all prior discussions and negotiations are set forth herein. There are no implied terms,  arrangements, promises, duties, responsibilities, or expectations of this contract beyond those  expressly stated herein. Karl "
"2D59E4AD__BRETT LEMORAUX Hunt Contract ARCHERY Mature Bull FISHLAKE 2024 RESIZE.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2024\pdf\other\2D59E4AD__BRETT LEMORAUX Hunt Contract ARCHERY Mature Bull FISHLAKE 2024 RESIZE.pdf","D:\DOCUMENTS\PDF FILES\BRETT LEMORAUX Hunt Contract ARCHERY Mature Bull FISHLAKE 2024 RESIZE.pdf","harvest_report","","ok","2024","2024","harvest_hr_applies_to_report_year","2D59E4AD__BRETT LEMORAUX Hunt Contract ARCHERY Mature Bull FISHLAKE 2024 RESIZE.pdf other 2024 harvest_report  HUNTING GUIDE SERVICES CONTRACT  Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.org  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting Guide  Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and Representatives. This  Contract also defines the respective rights, duties, expectations, and entitlements pertaining to  both parties independently and, under this contractual agreement, together. The final resolution  and agreements to all prior discussions and negotiations are set forth herein. There are no implied  terms, arrangements, promises, duties, responsibilities, or expectations of this contract beyond  those expressly stated herein.  B"
"63F97AE0__Brian Murphy Antlerless Hunt Contract 2026 (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\63F97AE0__Brian Murphy Antlerless Hunt Contract 2026 (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\PDF FILES\Brian Murphy Antlerless Hunt Contract 2026 (2025_12_24 23_43_27 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","63F97AE0__Brian Murphy Antlerless Hunt Contract 2026 (2025_12_24 23_43_27 UTC).pdf other 2026 harvest_report  HUNTING GUIDE SERVICES CONTRACT    Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.org  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting  Guide Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and  Representatives. This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this contractual agreement,  together. The final resolution and agreements to all prior discussions and negotiations are set  forth herein. There are no implied terms, arrangements, promises, duties, responsibilities, or  expectations of this contract beyond those expressly stated herein. "
"CE67BED2__Brian Murphy Antlerless Hunt Contract 2026a (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\CE67BED2__Brian Murphy Antlerless Hunt Contract 2026a (2025_12_24 23_43_27 UTC).pdf","D:\DOCUMENTS\PDF FILES\Brian Murphy Antlerless Hunt Contract 2026a (2025_12_24 23_43_27 UTC).pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","CE67BED2__Brian Murphy Antlerless Hunt Contract 2026a (2025_12_24 23_43_27 UTC).pdf other 2026 harvest_report  HUNTING GUIDE SERVICES CONTRACT    Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.org  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting  Guide Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and  Representatives. This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this contractual agreement,  together. The final resolution and agreements to all prior discussions and negotiations are set  forth herein. There are no implied terms, arrangements, promises, duties, responsibilities, or  expectations of this contract beyond those expressly stated herein. "
"4A459C22__Bryan Tischner Hunt Contract 2025.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\4A459C22__Bryan Tischner Hunt Contract 2025.pdf","D:\DOCUMENTS\PDF FILES\Bryan Tischner Hunt Contract 2025.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","4A459C22__Bryan Tischner Hunt Contract 2025.pdf other 2025 harvest_report  HUNTING GUIDE SERVICES CONTRACT Tyler Miller Outfitter /UT. #370746-7500  242 North 300 East, Manti, UT. 84642  Phone: (435) 851-6480 Email: tyler@wildeyez.net  Website: https://www.wildeyez.net  This document is a binding Contract entered into between Wild Eyez Outfitters and the  undersigned Hunting Client. This Contract details all aspects of negotiations which have been  agreed upon between both parties and defines the final agreement regarding the Hunting  Guide Services to be provided by Wild Eyez Outfitters, Hunting Guides, Staff and  Representatives. This Contract also defines the respective rights, duties, expectations, and  entitlements pertaining to both parties independently and, under this contractual agreement,  together. The final resolution and agreements to all prior discussions and negotiations are set  forth herein. There are no implied terms, arrangements, promises, duties, responsibilities, or  expectations of this contract beyond those expressly stated herein.  Br"
